MASTER_DATA_ID__c|Name|CS_POP_Label__c|Status__c|Provider__c|Type__c|CS_POP_Options__c|Facility_Type__c|Address__r.Name|CS_City__c|CS_Country__c|CS_Region__c|Latitude__c|Longitude__c|Local_Access_Providers__c|Workflow_Queue__c|On_Net_POP__c|Tier__c|Supported_AS__c|FS_Waiver_IPVPN__c|FS_Waiver_Internet__c|FS_Waiver_Colo__c|Is_LOA_Mandatory|LL_Test_By_FS__c|Supported_By__c|Facility_Name__c|Operate__c|Facility_Provider__c|Facility_Service_Status__c|Power_Upgrade_Availability__c|Annual Price Increment|API_Applicable_Product|Standard__c|Facility_Workflow_Queue__c|Customer__c|Facility_Certfication__c|Metro Connect|Campus Cross Connect|NNIA/B Suppliers|ENNI Suppliers|Additional_Information__c|EPL|EPL Prime|IPL|ICBS|EPLX|GID|IPT|TWI|TID|GIE|IPVPN|RSA|SMA|VPLS|EVPL|COLO|TPN|GMN|CLSCOLO|SATDPL|SATTAS|SATVST|SATVOF|SATVSP|SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|FABRIC|METAL|Global_IPVPN_Interconnect|NEXTIP_Interconnect|NFV_AVAILABLE|PRE_WIRING|EXCHANGE_Interconnect|GMN Node Type|SITE|UIA|CABLE|VPG
PA43|PA43|PA43|Live - as designed|Pacnet Business Services|Point of Presence|GID;IPVPN;||"河南省郑州市经济技术开发区第五大街与经北三路交叉口
The Cross Corner of the No.5 Avenue and the Jing Bei No.3 Road (He Nan Province Telecommunication Industry Park), Economic and Technological Development Zone, Zhengzhou, Henan Province, China"|ZHENGZHOU|CHINA|Asia, Australia|#N/A|#N/A|Pacnet Business Services||Off-Net||||||FALSE|No|||||||||||||||PBS||CGO1||||||GID|||||IPVPN||||||||||||||||||||||||||||||||||
PA78|PA78|PA78|Live - as designed|Pacnet Business Services|Point of Presence|GID;IPVPN;||河南省郑州市惠济区南阳路170号三江大厦三层300室 Room 300, 3rd Floor, Sanjiang Building, 170 Nanyang Road, Huiji District, Zhengzhou city, Henan Province|ZHENGZHOU|CHINA|Asia, Australia|34.81007|113.62495|Pacnet Business Services||Off-Net||||||FALSE|No|||||||||||||||PBS||CGO2||||||GID|||||IPVPN||||||||||||||||||||||||||||||||||
PA26|PA26|PA26|Live - as designed|Pacnet Business Services|Point of Presence|GID;IPVPN;VPLS;EVPL;||"广东省中山市西区富华道
Fuhua road, West zone, Zhongshan, Gangdong, China"|ZHONGSHAN|CHINA|Asia, Australia|22.516999|113.392725|Pacnet Business Services||Off-Net||||||FALSE|No|||||||||||||||PBS||ZGN3||||||GID|||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||||
PA55|PA55|PA55|Live - as designed|Pacnet Business Services|Point of Presence|GID;IPVPN;||"宁夏中卫市沙坡头区新区联通公司
China Unicom, New District of Shapotou District, Zhongwei,  Ningxia Hui Autonomous Region, China"|ZHONGWEI|CHINA|Asia, Australia|#N/A|#N/A|Pacnet Business Services||Off-Net||||||FALSE|No|||||||||||||||PBS||ZHY1||||||GID|||||IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_COLOMBIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|COLOMBIA|South & Central America|||||Off-Net|||||||No|||||||||||||||AT&T,Inteliglobe Communications,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_CONGO DEMOCRATIC REPUBLIC |ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|CONGO DEMOCRATIC REPUBLIC |Middle East / Africa|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_CONGO REPUBLIC OF THE|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|CONGO REPUBLIC OF THE|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_COOK ISLANDS|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|COOK ISLANDS|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_COSTA RICA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|COSTA RICA|South & Central America|||||Off-Net|||||||No|||||||||||||||Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_CROATIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|CROATIA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_CYPRUS|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|CYPRUS|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_CZECH REPUBLIC|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|CZECH REPUBLIC|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Deutsche Telekom,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_DENMARK|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|DENMARK|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
DCPH|DCPH|DCPH|Live - as designed|Telstra International|Point of Presence|GID;IPVPN;VPLS;EVPL;|PoP|Interxion Denmark Data Centre Industriparken 20A, 2750 Ballerup DENMARK COPENHAG|COPENHAGEN|DENMARK|Europe|55.728081|12.37752|Colt,GTT,Tele2,TDC|FS EMEA|On-Net|Secondary|AS4637|100M|||TRUE|No|FS||||||||||||||||||||||GID|||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Supported||
ZZZZ_DJIBOUTI|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|DJIBOUTI|Europe|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
DJIB|DJIB|DJIB|Live - as designed|Telstra International|Point of Presence|||Djibouti Data Centre (SMW3, EIG, AAE1, SMW5) Haramous 3G Building, Boulaos Stree|DJIBOUTI|DJIBOUTI|Europe|11.5983652|43.148047|||On-Net||||||FALSE|No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ZZZZ_DOMINICAN REPUBLIC|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|DOMINICAN REPUBLIC|South & Central America|||||Off-Net|||||||No|||||||||||||||Inteliglobe Communications||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_ECUADOR|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|ECUADOR|South & Central America|||||Off-Net|||||||No|||||||||||||||AT&T,Inteliglobe Communications,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_EGYPT|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|EGYPT|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks,Telekom Malaysia||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_EL SALVADOR|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|EL SALVADOR|South & Central America|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_ESTONIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|ESTONIA|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_ETHIOPIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|ETHIOPIA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_FIJI|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|FIJI|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_FINLAND|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|FINLAND|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_FRANCE|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|FRANCE|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
FBX1|FBX1|FBX1|Live - as designed|Equinix|Point of Presence|COLO;FABRIC;|Data Centre|39 Rue de Strasbourg Bruges, France, 33520|BOURDEAUX|FRANCE|Europe|44.89578|0.61142|||Off-Net|||||Yes|FALSE|No||Equinix BX1, Bourdeaux|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO||||||||||||||||||FABRIC|||||||||||
FMS1|FMS1|FMS1|Live - as designed|Digital Realty|Point of Presence|EPL;IPL;|PoP|40 avenue Roger Salengro, Marseille 13003, France|MARSIELLES|FRANCE|Europe|43.31082|5.37386|Colt,EU Networks,BICS,Zayo|FS EMEA|On-Net|Secondary|||||TRUE|No|FS|MRS1, Marseille|Leased|Digital Realty||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||||||
FMS2|FMS2|FMS2|Live - as designed|Digital Realty|Point of Presence|EPL;IPL;|PoP|Enceinte Portuaire, Porte 4 - Building 1 Marseille Data Center|MARSIELLES|FRANCE|Europe|43.336766|5.352974|Colt,EU Networks,BICS,Zayo|FS EMEA|On-Net|Secondary|||||FALSE|No|FS|MRS2, Marseille|Leased|Digital Realty||||||||||||||EPL||IPL|||||||||||||||||||||||||||||||||||||||||AAE,SMW5|
MRSJ|MRSJ|MRSJ|Decommissioned|Telstra International|Point of Presence||PoP|Interxion Marseille Data Centre R1A12 40 Avenue Roger Salengro FRANCE MARSIELLES|MARSIELLES|FRANCE|Europe|43.3103856|5.3732747|Colt,EU Networks,BICS,Zayo|FS EMEA|On-Net||||||TRUE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||Media Node|||BBG+EIG, SMW5, SMW4, AAE|
FPA1|FPA1|FPA1|Decommissioned|Equinix|Point of Presence|COLO;|Data Centre|Paris Nord 2, 167 Rue de la Belle Etoile 95948 Roissy, CDG Cedex, France|PARIS|FRANCE|Europe|48.856614|2.352222|||Off-Net|||||Yes|FALSE|No||Equinix PA1, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
FPA2|FPA2|FPA2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|114 Rue Ambroise Croizat 93200 Saint Denis, France|PARIS|FRANCE|Europe|48.92817|2.35208|||Off-Net|||||Yes|FALSE|No||Equinix PA2, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA4,PA5,PA6,PA7,PA8|PA3,PA10|||||||||||||||||||COLO|||||||||||||||||||||||||||||
FPA3|FPA3|FPA3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|114 Rue Ambroise Croizat 93200 Saint Denis, France|PARIS|FRANCE|Europe|48.92817|2.35208|||Off-Net|||||Yes|FALSE|No||Equinix PA3, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA4,PA5,PA6,PA7,PA8|PA2,PA10|||||||||||||||||||COLO|||||||||||||||||||||||||||||
FPA5|FPA5|FPA5|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|45 Avenue Victor Hugo - Building 254 Zone EMGP - Rue du Mimosa 93300 Aubervilliers, France|PARIS|FRANCE|Europe|48.90532|2.36969|||Off-Net|||||Yes|FALSE|No||Equinix PA5, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA2,PA3,PA4,PA7,PA10|PA6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
FPA7|FPA7|FPA7|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|130 - 136 Boulevard de Verdun, Energy Park. Bat 9, 92400 Courbevoie, France|PARIS|FRANCE|Europe|48.904|2.25749|||Off-Net|||||Yes|FALSE|No||Equinix PA7, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA2,PA3,PA4,PA5,PA10|PA6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
FPA8|FPA8|FPA8|Live - as designed|Equinix|Point of Presence|COLO;METAL;|Data Centre|110 Bis avenue General Leclerc, Building 19, 93300 Pantin, France|PARIS|FRANCE|Europe|48.90062|2.42281|||Off-Net|||||Yes|FALSE|No||Equinix PA8, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||METAL||||||||||
FPA9|FPA9|FPA9|Live - as designed|Equinix|Point of Presence|COLO;METAL;|Data Centre|114 Rue Ambroise Croizat 93200 Saint Denis, France|PARIS|FRANCE|Europe|48.92817|2.35208|||Off-Net|||||Yes|FALSE|No||Equinix PA9x, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||METAL||||||||||
FPAA|FPAA|FPAA|Live - as designed|Equinix|Point of Presence|COLO;FABRIC;METAL;|Data Centre|114 Rue Ambroise Croizat 93200 Saint Denis, France|PARIS|FRANCE|Europe|48.92817|2.35208|||Off-Net|||||Yes|FALSE|No||Equinix PA10, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA4,PA5,PA6,PA7,PA8|PA2,PA3|||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
FPTJ|FPTJ|FPTJ|Live - as designed|Telstra International|Point of Presence||Customer|38 Rue des Jeuneurs|PARIS|FRANCE|Europe|48.86975|2.34422|Colt,GTT,BICS|FS EMEA|Off-Net||||||FALSE|No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Media Node||||
FPTV|FPTV|FPTV|Live - as designed|Telstra International|Point of Presence|IPVPN;RSA;VPLS;EVPL;TPN;GMN;|PoP|Telehouse Paris 137 Boulevard Voltaire Paris City FRANCE PARIS 75011|PARIS|FRANCE|Europe|48.8560743|2.383324|Colt,GTT,BICS|FS EMEA|On-Net|Secondary|AS4637|100M|||TRUE|No|FS|Telehouse Paris|Leased|Telehouse||||||||||||||||||||||||IPVPN|RSA||VPLS|EVPL||TPN|GMN||||||||||||||||||FALSE|FALSE|FALSE|TRUE|AWS - EU (Paris)|||Not Supported||
FPA4|FPA4|FPA4|Live - as designed|Telstra International|Point of Presence|GID;IPVPN;VPLS;EVPL;COLO;GMN;METAL;|PoP;Data Centre|PA4 110 Bis avenue du Général Leclerc, Pantin, France 93500|PARIS|FRANCE|Europe|48.9017753|2.4176397|Colt.GTT|FS EMEA|On-Net|Secondary|AS4637|100M||Yes|TRUE|No|FS|Equinix PA4, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA7|PA8|||||||||GID|||||IPVPN|||VPLS|EVPL|COLO||GMN|||||||||||||||||METAL||||||||Not Supported||
FPA6|FPA6|FPA6|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|10 rue Waldeck Rochet Bat 520, Aubervilliers, France, 93300|PARIS|FRANCE|Europe|48.9102555|2.3682483|||Off-Net|||||Yes|FALSE|No||Equinix PA6, Paris|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||PA5|PA7|||||||||||||||||||COLO|||||||||||||||||||||||||||||
ZZZZ_FRENCH POLYNESIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|FRENCH POLYNESIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_GEORGIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|GEORGIA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_GERMANY|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|GERMANY|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Deutsche Telekom,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||Media Node||||
GDS1|GDS1|GDS1|Live - as designed|Digital Realty|Point of Presence|IPVPN;VPLS;EVPL;GMN;|PoP|Interxion DÃ¼sseldorf Data Centre In der Steele 29 GERMANY DUSSELDORF 40599|DUSSELDORF|GERMANY|Europe|51.1882799|6.867659|Colt,Versatel,GTT,DT (GTS)|FS EMEA|On-Net|Secondary|AS4637|100M|||TRUE|No|FS|DUS1, Dusseldorf|Leased|Digital Realty||||||||||||||||||||||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||||||||||Media Node||Not Supported||
GDU1|GDU1|GDU1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Albertstrasse 27, 40233 Dusseldorf, Germany|DUSSELDORF|GERMANY|Europe|51.21963|6.80715|||Off-Net|||||Yes|FALSE|No||Equinix DU1, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFR2|GFR2|GFR2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Friesstrasse 26, Frankfurt, Germany, 60388|FRANKFURT|GERMANY|Europe|50.14355|8.73822|||Off-Net|||||Yes|FALSE|No||Equinix FR2, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR4,FR5,FR6,FR7,FR8,DU1,MU1,MU3,MU4|FR13|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFR4|GFR4|GFR4|Live - as designed|Telstra International|Point of Presence|GID;IPVPN;RSA;VPLS;EVPL;|PoP|Equinix FR4 Data Centre LÃ¤rchenstraÃŸe 110 Frankfurt am Main GERMANY FRANKFURT 65|FRANKFURT|GERMANY|Europe|50.0979386|8.5879643|Colt,Versatel,GTT,DT (GTS)|FS EMEA|On-Net|Secondary|AS4637|100M||Yes|TRUE|No|FS|Equinix FR4, Frankfurt|Leased|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR2,FR7,DU1,MU1,MU3,MU4|FR6,FR8|||||||||GID|||||IPVPN|RSA||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||VPG
GFR6|GFR6|GFR6|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Larchenstrasse 110, 60326 Frankfurt, Germany|FRANKFURT|GERMANY|Europe|50.09788|8.58799|||Off-Net|||||Yes|FALSE|No||Equinix FR6, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR2,FR5,FR7,DU1,MU1,MU3,MU4|FR4,FR8|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFR7|GFR7|GFR7|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Gutleutstrasse 310, 60327 Frankfurt, Germany|FRANKFURT|GERMANY|Europe|50.09712|8.644|||Off-Net|||||Yes|FALSE|No||Equinix FR7, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR2,FR5,FR8,FR13,DU1,MU1,MU3,MU4|FR4,FR6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFR8|GFR8|GFR8|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Larchenstrasse 141, Frankfurt, Germany, 65933|FRANKFURT|GERMANY|Europe|50.0988|8.58633|||Off-Net|||||Yes|FALSE|No||Equinix FR8, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR2,FR5,FR7,FR13,DU1,MU1,MU3,MU4|FR4,FR6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFR9|GFR9|GFR9|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Friesstrasse 22-24, 60388 Frankfurt am Main, Germany|FRANKFURT|GERMANY|Europe|50.0988|8.58633|||Off-Net|||||Yes|FALSE|No||Equinix FR9x, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||FR2,FR5,FR7,FR13,DU1,MU1,MU3,MU4|FR4,FR6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GFRB|GFRB|GFRB|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Friesstrasse 22-24, 60388 Frankfurt am Main, Germany|FRANKFURT|GERMANY|Europe|50.0988|8.58633|||Off-Net|||||Yes|FALSE|No||Equinix FR11x, Frankfurt|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
FRAN|FRAN|FRAN|Live - as designed|Telstra International|Point of Presence|EPL;IPL;GID;IPT;TPN;GMN;|PoP|Equinix FR5 Data Centre Kleyerstrasse 88-9 Frankfurt am Main GERMANY FRANKFURT 6|FRANKFURT|GERMANY|Europe|50.0986389|8.6331404|Colt,GTT,BICS,DT (GTS)|FS EMEA|On-Net|Secondary||||Yes|TRUE|No|FS|Equinix FR5, Frankfurt|Leased|Equinix|||||||||FR2,DU1,MU1,MU3,MU4|||||EPL||IPL|||GID|IPT||||||||||TPN|GMN||||||||||||||||||FALSE|FALSE|FALSE|TRUE|AWS - EU (Frankfurt)||||BBG+EIG, SMW3, SMW5, AAE, FA1, YELLOW, TEA|
GHH1|GHH1|GHH1|Live - as designed|Equinix|Point of Presence|COLO;FABRIC;|Data Centre|Vierenkamp 1, 22453 Hamburg, Germany|HAMBURG|GERMANY|Europe|53.64479|9.97477|||Off-Net|||||Yes|FALSE|No||Equinix HH1, Hamburg|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO||||||||||||||||||FABRIC|||||||||||
GMU1|GMU1|GMU1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|2/F, Seidlstrasse 3, 80335 Munchen, Germany|MUNICH|GERMANY|Europe|48.14254|11.55605|||Off-Net|||||Yes|FALSE|No||Equinix MU1, Munich|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MU4,DU1,FR2,FR4,FR5,FR6,FR7,FR8,FR13|MU3|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GMU3|GMU3|GMU3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|1/F, Seidlstrasse 3, 80335 Munchen, Germany|MUNICH|GERMANY|Europe|48.14254|11.55605|||Off-Net|||||Yes|FALSE|No||Equinix MU3, Munich|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MU4,DU1,FR2,FR4,FR5,FR6,FR7,FR8,FR13|MU3|||||||||||||||||||COLO|||||||||||||||||||||||||||||
GMU4|GMU4|GMU4|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Dywidagstrasse 10, 85609 Ascheim Dornach, Germany|MUNICH|GERMANY|Europe|48.14649|11.68228|||Off-Net|||||Yes|FALSE|No||Equinix MU4, Munich|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MU4,DU1,FR2,FR4,FR5,FR6,FR7,FR8,FR13|MU1|||||||||||||||||||COLO|||||||||||||||||||||||||||||
ZZZZ_GHANA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|GHANA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks,Internet Solutions||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_GIBRALTAR|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|GIBRALTAR|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_GREECE|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|GREECE|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_GUAM|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|GUAM|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
TALS|TALS|TALS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;|Cable Landing Station|Tanguisson|TANGUISSON|GUAM|Asia, Australia|13.5427054|144.8082805|||On-Net|Cable Landing Station|||||FALSE|No|NP|||||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||||||
TBCS|TBCS|TBCS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;|Cable Landing Station|Tumon Bay|TUMON BAY|GUAM|Asia, Australia|13.513616|144.800266|||On-Net|Cable Landing Station|||||FALSE|No|NP|||||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||||||
UTG1|UTG1|UTG1|Live - as designed|Telstra International|Point of Presence|EPL;|PoP|320 South Marine Corps Drive, Tamuning, Guam|TUMON BAY|GUAM|Asia, Australia|13.49012|144.78968||FS US-Remotes Sites|On-Net||||||FALSE|No|FS||Leased|GTC||||||||||||||EPL||||||||||||||||||||||||||||||||||||||||||||
ZZZZ_GUATEMALA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|GUATEMALA|South & Central America|||||Off-Net|||||||No|||||||||||||||Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_HONDURAS|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|HONDURAS|South & Central America|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_HONG KONG|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;VPLS;EVPL;|||ANY|HONG KONG|Asia, Australia|||||Off-Net|||||||No|||||||||||||||CITIC Telecom CPC||||||||||||GIE|IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||||
